,author,album,title,lyrics
86,Joaquín Sabina,Esta boca es mía,El blues de lo que pasa en mi escalera,"[Letra de ""El blues de lo que pasa en mi escalera""]

El más capullo de mi clase (¡que elemento!)
Llegó hasta el Parlamento
Y, a sus cuarenta y tantos años
Un escaño
Decora con su terno
Azul de diputado del gobierno
Da fe de que ha triunfado
Su tripa, que ha engordado
Desde el día
Que un ujier le llamó su señoría
Y cambió a su mujer por una arpía
De pechos operados

Y sin dejar de ser el mismo bruto
Aquel que no sabía
Ni dibujar la o con un canuto

El superclase de mi clase (¡que pardillo!)
Se pudre en el banquillo
Y, a sus cuarenta y cinco abriles
Matarile
Y a la cola del paro
Por no haber pasado por el aro
Vencido, calvo y tieso
Se quedó en los huesos
Aquel día
Que pilló a su mujer en plena orgía
Con el miembro del miembro (¡que ironía!)
Más tonto del Congreso

Y sin dejar de ser el mismo sabio
Que, para hacer poesía
Sólo tenía que mover lo labios

Y yo que no soy más
Listo ni tonto que cualquiera
A mis cuarenta y pocos
Tacos
Ya ves tú
Igual
Sigo de flaco
Igual de calavera
Igual que antes de loco
Por cantar
Por cantar el blues
De lo que pasa en mi escalera

La más maciza de mi clase (¡que cintura!)
Cotiza la hermosura
Y, a sus cuarenta y pico oto'os
Hasta el mo'o
Del genio del marido
Huyó con otro menos aburrido
Tanto ha prosperado que un Jaguar ha estrenado
El mismo día
En que la divorció de la utopía
Un talón con seis ceros que le había
Firmado un diputado

Y sin dejar de ser la seductora
Bruja que escondía
Bajo la falda una calculadora

Y yo pobre mortal
Que no he gozado sus caderas
A mis cuarenta y pocos
Tacos
Ya ves tú
Igual
Sigo de flaco
Igual de calavera
Igual que antes de loco
Por cantar
Por cantar el blues
De lo que pasa en mi escalera

Por lo demás ni más
Ni menos larga que cualquiera
A mis cuarenta y pocos
Tacos
Ya ves tú
Igual
Sigo de flaco
Igual de calavera
Igual que antes de loco
Por cantar
Por cantar el blues
De lo que pasa en mi escalera
Por cantar el twist
De las verdades verdaderas

Por cantar... el bolero que canta mi portera
Por cantar... una rumba gitana y canastera
Por cantar... aquel tango el día que me quieras
Por cantar... loco por incordiar a los horteras
Por bailar... bajo la lluvia sobre las aceras
Por cantar... vallenatos que amansen a las fieras
Por cantar... hasta que salga el sol por Antequera
Por cantar... con mi primo Rosendo a su manera
De vivir..... siempre con gente, siempre solateras
Por cantar... el rock and roll de las gasolineras
Por cantar... un merengue pegado a una palmera
Por cantar... camino de la Habana una habanera
Por cantar... un mambo con smoking y chistera
Por tocar.... esa guitarra carabanchelera
Por cantar... hoy en Pekín, mañana en Talavera
Por cantar... el bugui-bugui de las carreteras
Por cantar... allí en el rancho grande una ranchera
Por cantar... como si el almanaque no existiera
Por seguir... dando el cante hasta el día que me muera
Por cantar... un calipso contra la ley Corcuera
Por cantar... si pones otra ronda, tabernera
Por cantar... en la calle, en el curro, en la bañera
Por cantar... menos un bakalao lo que quieras
Por silbar... al paso de una guapa peluquera
Etcétera"
87,Joaquín Sabina,Dímelo en la calle,El Café De Nicanor,
88,Joaquín Sabina,"Yo, mí, me, contigo",El capitán de su calle,
89,Joaquín Sabina,19 días y 500 noches,El caso de la rubia platino,
90,Joaquín Sabina,500 Noches para una Crisis (En Directo),El Caso de la Rubia Platino (Directo),"[Letra de ""El Caso de la Rubia Platino (Directo)""]

Me adelantó un talón de setecientas
Más gastos, sin contar otras quinientas
En fichas del casino
Mi último tren llegaba con retraso
Así que decidí aceptar el caso
De la rubia platino

Yo era un huele-braguetas sin licencia
Quemado en la secreta por tenencia
Extorsión y líos de faldas
Estaba, como buen ex-policía
A sueldo de un pez gordo, que sabía
Cubrirse las espaldas

Ninguna zorra vale ese dinero
Pensé, mientras dejaba mi sombrero
Nuevo en el guardarropa
Cantaba regular, pero movía
El culo, con un swing, que derretía
El hielo de las copas

Cuando salió, por fin, del reservado
Sentí que las campanas del pasado
Repicaban a duelo
La última vez que oí esa melodía
Me recetaron tres años y un día
Más IVA, en la Modelo

Para jugar al Black Jack y ser un duro
Andar escaso de efectivo
Es igual que pretender envidar
Con un farol, al futuro
No por casualidad
Me temen en los casinos
Me daban diez de los grandes por el caso
De la rubia platino

Los besos que te dan las chicas malas
Salen más caros cuando los regalan
Y huelen a fracaso
Pero el croupier me echaba cartas buenas
Y la rubia platino era morena
Y el caso era un gran caso

En un bistró, del puerto de Marsella
Nos fuimos demorando, entre botella
Y botella de Oporto:
""Los que pusieron precio a tu cabeza
-le dije exagerando su belleza-
Se habían quedado cortos""

Puede que me estuviera enamorando
Porque, antes del café, cambié de bando
De hotel y de sombrero
Mi viejo puso un cuarto, con dos camas
Fingiendo que la dama era una dama
Y su hijo un caballero

Ni siquiera, señores del jurado
Padezco, como alega mi abogado
Locura transitoria
Disparé al corazón que yo quería
Con premeditación, alevosía
Y más pena que gloria

Para jugar al Black Jack y ser un duro
Andar escaso de efectivo
Es igual que pretender envidar
Con un farol, al futuro
No por casualidad
Me temen en los casinos
Diez de los grandes por seguirle los pasos
A la rubia platino

Para volver a ser alguien, en el ambiente
Necesitaba un par de buenos clientes
Algo para mis vicios y un despacho decente
No dan para comer las putas del barrio chino
Todos los lunes no me encargan el caso
De la rubia platino

Para no ser un cadáver, en el tranvía
Aparte de tener gramática parda
Hay que saber, que las faldas, son una lotería;
Con luz de gas brilló mi lámpara de Aladino...
Me daban diez de los grandes
Por el caso de la rubia platino"
91,Joaquín Sabina,Juez y parte,El joven aprendiz de pintor,
92,Joaquín Sabina,Mentiras piadosas,El muro de Berlín,
93,Joaquín Sabina,"Yo, mí, me, contigo",El Rocanrol De Los Idiotas,
94,Joaquín Sabina,Vinagre y rosas,Embustera,
95,Joaquín Sabina,500 Noches para una Crisis (En Directo),"Ese No Soy Yo (It Ain’t Me, Babe) [Directo]","Vete de mi ventana
No me tortures
Con tu “¿A dónde vas?”
Ni mi hembra, ni mi hermana
Vas a ser tú
Menos es más

Dices que abres una puerta
Para un cliente exclusivo como yo
Que te mime y te defienda
Tendrás la razón o no

Pero no soy yo
No, no, no, ese no soy yo
El que tu andas buscando no soy yo

No me vengas con chantajes
Yo también sé de ultrajes y dolor
Salgo el lunes de viaje
Con mi recién pintado corazón

Al filo de la navaja
Tú haces cola en las rebajas
Yo me cambio de ciudad
Tú buscas un Jesús y un Barrabás

Pero no soy yo
No, no, no, ese no soy yo
El que tú andas buscando no soy yo

Las maletas del olvido
Hacen más ruido que la soledad
De lo que pudo haber sido
Yo tomo partido por lo que será

No quiero ser tu enemigo
Ni tu andén, ni tu alcanfor
Ni príncipe, ni mendigo
Ni Jack, el destripador
Apuestas a caballo ganador

Pero no soy yo
No, no, no, ese no soy yo"
96,Joaquín Sabina,"Yo, mí, me, contigo",Es Mentira,"Es mentira que sepa lo que quiero
Es mentira que cante por cantar
Es mentira que que sea mejor torero
Con toros de verdad

Es mentira que no tenga ambiciones
Es mentira que crezca mi nariz
Es mentira que escribo las canciones
De amor pensando en tí

Te digo que... es mentira que fuí ladrón de bancos
Es mentira que no lo vuelva a ser
Es mentira que nos quisímos tanto
(parece que fue ayer)

Te juro que... es mentira los Reyes son los padres
Es mentira que ha muerto el rocanrol;
Es mentira que sepan a vinagre
Los besos sin amor

Para mentiras las de la realidad
Promete todo pero nada te da
Yo nunca de mentí
Más que por verte reir

Menos piadosas que las del corazón
Son las mentiras de la diosa razón
Yo solo te conté media verdad al revés
(que no es igual que media mentira)

Es mentira que no tenga enemigos
Es mentira que no tengan razón;
Es mentira que acepte que el ombligo
Del mundo no soy yo

Es mentira que nunca te he mentido
Es mentira que no te mienta más;
Es mentira que un bulo repetido
Merezca ser verdad

Es una gran mentira que mientan los boleros;
Non e vero que nos dieran las diez;
Es mentira que sea un caballero
Cuando nadie me ve

Repito que... es mentira el cristal con que me miras;
Es mentira que dude de dudar;
Es mentira que más de cien mentiras
No digan la verdad

Para mentiras las de la realidad
Promete todo pero nada te da
Yo nunca de mentí
Más que por verte reir

Menos piadosas que las del corazón
Son las mentiras de la diosa razón
Yo solo te conté media verdad al revés
(que no es igual que media mentira)

Mejor que yo miente la necesidad;
Sabe de sobra como hacerte llorar;
Mi crimen fue vestir
De azul al príncipe gris

Mira las piernas de la desolación
Llevan las medias que rompió la pasión;
Yo sólo canto en blues
Del que perdió el autobús

Los sueños dicen la verdad corazón;
Dímelo todo, miénteme, por favor;
Yo sólo pretendí
Comer reina con alfil

Pídele cuentas a la pura verdad
Que no se pringa, que no tiene piedad;
Yo sólo me colgué
Medallas que no gané"
97,Joaquín Sabina,Esta boca es mía,Esta boca es mía,
98,Joaquín Sabina,Esta boca es mía,Esta noche contigo,
99,Joaquín Sabina,El hombre del traje gris,Eva tomando el sol,"Todo empezó cuando aquella serpiente
Me trajo una manzana y dijo: ""prueba""
Yo me llamaba Adán, seguramente
Tú te llamabas Eva
Vivíamos de squatters en un piso
Abandonado de Moratalaz
Si no has estado allí no has visto
El Paraíso Terrenal
Cogimos un colchón de una basura
Dos sillas y una mesa con tres patas
Mientras yo emborronaba partituras
Tú freías las patatas
Plantamos cañamones de Ketama
Y un tiesto nos creció ante el ventanal
Con una rama de árbol de la ciencia
Del bien y del mal
A Eva le gustaba estar morena
Y se tumbaba cada tarde al sol
Nadie vió nunca una sirena
Tan desnuda en un balcón
Pronto en cada ventana hubo un marido
A la hora en que montaba el show mi chica
Aunque la tele diera en diferido
El Real Madrid-Benfica
Un día la víbora del entresuelo
En trance a su consorte sorprendió
Formó un revuelo y telefoneó
Al cero noventa y dos

Y como no teníamos apellidos
Ni hohas de parra, ni un tío concejal
Ni más Dios que Cupido
No sirvió de nada protestar
Eva tomando el sol
Bendito descontrol
Besos, cebolla y pan...
¿qué más quieres Adán?
Un juez que se creía Dios dispuso
Que precintara un guardia nuestro piso
No quedan plazas para dos intrusos
En el Paraíso
Estábamos sobre el colchón desnudos
Jugando a nuestro juego favorito
Al ver entrar la pasma
Eva no pudo sofocar un grito
A golpes la bajó por la escalera un
Ángel disfrazado de alguacil
Sin importarle un pijo que estuviera
Encinta de Caín
Hoy Eva vende en un supermercado
Manzanas del pecado original
Yo canto en la calle Preciados
Todos me llaman Adán
Eva tomando el sol
Bendito descontrol
Besos, cebolla y pan...
¿qué más quieres Adán?"
100,Joaquín Sabina,Diario de un peatón,Flores en la tumba de un vasquito,
101,Joaquín Sabina,Esta boca es mía,Ganas de...,
102,Joaquín Sabina,Ruleta rusa,Guerra mundial,"Malas noticias en la radio ya viene dicen los
Diarios, con solo apretar un botón el
Kiosco va a hacer explosión
Cuidado ya está aquí la Tercera Guerra Mundial
Muy pronto va a estallar la Tercera Guerra
Mundial
Los azules culpan a los negros, los verdes a los amarillos
Los rojos gritan:""¡me defiendo!""
Los verdes dicen:""yo no he sido""
Y mientras tanto tú, cambiando de champú
Cuando va a estallar la Tercera Guerra Mundial
Cuidado ya está aquí la Tercera Guerra Mundial
Muy pronto va a estallar la Tercera Guerra Mundial
Los políticos estrechan sus manos
Los generales brindan con champan
Y tu llorando porque tu amor te ha dejado
O haciendo régimen para adelgazar
¿Que ganas con ahorrar?
Si vamos a volar. Por los aires en la Tercera Guerra Mundial
Muy pronto va a estallar la Tercera Guerra Mundial
Cuidado ya está aquí la Tercera Guerra Mundial
Muy pronto va a estallar la Tercera Guerra Mundial"
103,Joaquín Sabina,Malas compañías,Gulliver,
104,Joaquín Sabina,Joaquín Sabina y Viceversa,Hay Mujeres,
105,Joaquín Sabina,"Hotel, dulce hotel","Hotel, dulce hotel","Pedí dos camas con ventanas al mar
Mejor que salgas sola del ascensor
Conozco un chino cerca para cenar
Inventa un nombre falso y déjalo en recepción
Le he dicho al camarero que nos suba champán
Un siglo y tres minutos, ¿cuándo vas a llegar?
Prepararé un canuto bien cargado en tu honor
La llave está en la puerta, cuarto setenta y dos
Hotel, dulce hotel
Hogar, triste hogar
Estatuas de sal
Habitación con vistas a tu piel
Tal vez se deje seducir el azar
Abriga más cuando es furtivo el amor
Con seis ducados arrugados y un par
De botas medio rotas se camina mejor;
Te besaré la nuca mientras miras saltar
Las olas entre las farolas del malecón

Ponte el liguero que por reyes te regalé
Ven a la cama, nos persigue el amanecer
Hotel, dulce hotel
Hogar, triste hogar
Estatuas de sal
Habitación con vistas a tu piel
Tú sabes que en el purgatorio no hay
Amor doméstico con muebles de skay
No es que no quiera, es que no quiero querer
Echarle leña al fuego del hogar y el deber
La llama que me quema cada vez que te veo
Me dice que es absurdo programar el deseo
Al cabo de unos años estaríamos los dos
Adultos y aburridos frente al televisor
Hotel, dulce hotel
Hogar, triste hogar
Estatuas de sal
Habitación con vistas a tu piel"
106,Joaquín Sabina,Esta boca es mía,Incluso en estos tiempos,
107,Joaquín Sabina,Juez y parte,Incompatibilidad de caracteres,"[Verse 1]
Setenta veces siete lo intenté, si me largo
Para siempre es porque no puedo más
No tengo nada que perder
Sólo el miedo a la soledad
Me temo que esta vez es el fin

[Refrain]
Adiós amor, adiós mujeres
Puede ser un caso de
Incompatibilidad de caracteres

[Verse 2]
Cada vez que digo que sí
Ella en cambio opina que no
Siempre que prefiero dormir
Ella insiste en hacer el amor
Si la engaño con una rocker
Ella me la da con un mod
Cada vez que yo ligo un póker
Ella lleva una escalera de color

[Verse 3]
Cuando le propongo salir me contesta
""ni pensarlo, hogar, dulce hogar""
Canto algo de Bob Dylan y protesta:
""maldición, su rollo es el vals""
Si me excita el sesenta y nueve
Me grita: ""quiero un cuarenta y dos""
Siempre que en mi piso de Tabernillas llueve
En su buhardilla brilla el sol

[Refrain]
Adiós amor, adiós mujeres
Puede ser un caso de
Incompatibilidad de caracteres

[Verse 4]
Cuando me mudé al Albaicín
Ella en su Lavapiés se quedó
Si coreo el ""Hala Madrid""
Me responde ""Atleti campeón""
(¡Visca el Barça!)
Cuando doy un paso adelante
Ella da dos pasos atrás
Si ando loco por una amante
Me echa un poco de bromuro en el coñac

[Verse 5]
Siempre que la voy a besar
Me lo impide un repentino ataque de tos
Trato de dejar de fumar
Y por mi santo me regala un cartón
Cuando de repente la olvido
Jura que se muere por mí
Siempre que por fin me suicido
Acto seguido le entran ganas de vivir

Cuando de repente la olvido
Jura que se muere por mí (oh yeah)
Siempre que por fin me suicido
Le entran ganas de vivir

[Outro]
Incompatibilidad de caracteres
Incompatibilidad de caracteres
(Lo nuestro es) Incompatibilidad de caracteres
Incompatibilidad de caracteres
(Tenemos) Incompatibilidad de caracteres
Incompatibilidad de caracteres
Incompatibilidad de caracteres
Incompatibilidad de caracteres
Incompatibilidad de caracteres"
108,Joaquín Sabina,Inventario,Inventario,"[Letra de ""Inventario""]

Las cosas que me dices cuando callas
Los pájaros que anidan en tus manos
El hueco de tu cuerpo entre las sábanas
El tiempo que pasamos insultándonos
El miedo a la vejez y a los almanaques
Lo taxis que corrían despavoridos
La dignidad perdida en cualquier parte
El violinista loco, los abrigos
Las lunas que he besado yo en tus ojos
El denso olor a semen desbordado
La historia que se mofa de nosotros
Las bragas que olvidaste en el armario

El espacio que ocupas en mi alma
La muñeca salvada del incendio
La locura acechando agazapada
La batalla diaria entre dos cuerpos
Mi habitación con su cartel de toros
El llanto en las esquinas del olvido
Las cenizas que quedan, los despojos
Del hijo que jamás hemos tenido
El tiempo del dolor, los agujeros
El gato que maullaba en el tejado
El pasado ladrando como un perro
El exilio, la dicha, los retratos
La lluvia, el desamparo, los discursos
Los papeles que nunca nos unieron
La redención que busco entre tus muslos
Tu nombre en la cubierta del cuaderno

Tu modo de abrigarme el corazón
La celda que ocupaste en una cárcel
Mi barca a la deriva, mi canción
El bramido del viento entre los árboles
El silencio que eximes como un muro
Tantas cosas hermosas que se han muerto
El tiránico imperio del absurdo
Los oscuros desvanes del deseo
El padre que murió cuando eras niña
El beso que se pudre en nuestros labios
La cal de las paredes, la desidia
La playa que habitaban los gusanos
El naufragio de tantas certidumbres
El derrumbe de dioses y de mitos
La oscuridad en torno como un túnel
La cama navegando en el vacío

El desmoronamiento de la casa
El sexo rescatándonos del débil
El grito que oradó la madrugada
El amor como un rito en torno al juego
El insomnio, la ausencia, las colillas
El arduo aprendizaje del respeto
Las heridas que ya ni Dios nos quita
La mierda que arrastramos sin remedio
Todo lo que nos dieron y quitaron
Los años transcurridos tan deprisa
El pan que compartimos, las caricias
El peso que llevamos en las manos"
