file_name,description,documentation,chapter
a01014,U.S. Potato Crop 1866-1951,"VAR 0132      01014 POTATO  1A 866-951               MD= 1E-37
REF 0132         LOC 1149 WIDTH  9             DK  19 COL 17-25


POTATO CROP
-----------

NBER SERIES:  01014
AREA COVERED:  U.S.
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1866-1951
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  U.S. DEPARTMENT OF AGRICULTURE, BUREAU OF
AGRICULTURAL ECONOMICS, AGRICULTURAL STATISTICS, 1937; 1939;
1941; 1942; 1950; CROP REPORTING BOARD, CROP PRODUCTION,
1951:  ANNUAL SUMMARY, DECEMBER 1951.

NOTES:  DATA EXCLUDE""CENSUS RETURNS"".
DATA IN MILLIONS OF BUSHELS OF 60 LBS.

NOT CHECKED AGAINST ORIGINALS.


",01
a01016,Germany Potato Crop 1878-1898,"VAR 0142      01016 POTATO  1A 878-898               MD= 1E-37
REF 0142         LOC 1239 WIDTH  9             DK  20 COL 44-52
EXP DEC=  1

POTATO CROP
-----------

NBER SERIES:  01016
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1878-1898
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:   DATA FOR 1878-1885:  STATISTICHES HANDBUCH, I,
1907, P. 148.  DATA FOR 1886-1898:  STATISTICHES JAHRBUCH.

NOTES:  SERIES 01016 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1934
(4)--ORIGINAL DATA, 1929-1938.
DATA CONVERTED BY NBER, TO BUSHELS FROM METRIC TONS.
ONE METRIC TON=36.743 AMERICAN BUSHELS OF 60 LBS.
DATA REPRESENT ESTIMATES MADE BY COMMUNAL AUTHORITIES.

NOT CHECKED AGAINST ORIGINALS.
START YEAR IN ANNUAL COVERAGE COMMENT LINE CHANGED FROM 1978
TO 1878 BY JROTH@NBER.ORG 5/11/2001

",01
a01016a,Germany Potato Crop 1893-1917,"VAR 0143      01016 POTATO  1A 893-917               MD= 1E-37
REF 0143         LOC 1248 WIDTH  9             DK  20 COL 53-61
EXP DEC=  1

POTATO CROP
-----------

NBER SERIES:  01016
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1893-1917
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:   DATA FOR 1893-1910:  STATISTICHES JAHRBUCH.  DATA
FOR 1911-1918:  VIERTELJAHRSHEFTE ZUR STATISTIK, 1926, I, P.
51.

NOTES:  SERIES 01016 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1934
(4)--ORIGINAL DATA, 1929-1938.
DATA CONVERTED BY NBER, TO BUSHELS FROM METRIC TONS.
ONE METRIC TON=36.743 AMERICAN BUSHELS OF 60 LBS.
DATA REPRESENT ESTIMATES FROM YIELDS REPORTED BY
FEDERAL CROP REPORTERS.

NOT CHECKED AGAINST ORIGINALS.


",01
a01016b,Germany Potato Crop 1911-1934,"VAR 0144      01016 POTATO  1A 911-934               MD= 1E-37
REF 0144         LOC 1257 WIDTH  9             DK  20 COL 62-70
EXP DEC=  1

POTATO CROP
-----------

NBER SERIES:  01016
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1911-1934
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:   DATA FOR 1911-1918, AND 1934:  VIERTELJAHRSHEFTE
ZUR STATISTIK, 1926, I, P. 51; 1935, I, P. 50.  DATA FOR
1919-1933:  STATISTICHES JAHRBUCH.

NOTES:  SERIES 01016 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1934
(4)--ORIGINAL DATA, 1929-1938.
DATA CONVERTED BY NBER, TO BUSHELS FROM METRIC TONS.
ONE METRIC TON=36.743 AMERICAN BUSHELS OF 60 LBS.
DATA REPRESENT ESTIMATES FROM YIELDS REPORTED BY
FEDERAL CROP REPORTERS, AND EXCLUDE CEDED TERRITORY.

NOT CHECKED AGAINST ORIGINALS.


",01
a01016c,Germany Potato Crop 1929-1938,"VAR 0145      01016 TUBER   1A 929-938               MD= 1E-37
REF 0145         LOC 1266 WIDTH  9             DK  20 COL 71-79
EXP DEC=  1

POTATO CROP
-----------

NBER SERIES:  01016
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1929-1938
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:   WIRTSCHAFT UND STATISTIK, 1938, PP. 177, 853.

NOTES:  SERIES 01016 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1934
(4)--ORIGINAL DATA, 1929-1938.
DATA CONVERTED BY NBER, TO BUSHELS FROM METRIC TONS.
ONE METRIC TON=36.743 AMERICAN BUSHELS OF 60 LBS.
DATA REFLECT NEW METHOD OF CROP ACREAGE.
DATA FOR 1938 REFLECT A SMALL QUANTITY OF""EARLY""
POTATOES FROM THE SAAR REGION.  TOTAL""EARLY"" POTATOES=66.1
MILLION BUSHELS.

NOT CHECKED AGAINST ORIGINALS.


",01
a01017,"Great Britain -- England, Wales, Scotland Potatoes, Production 1884-1939","VAR 0141      01015 POTATO  1A 884-939               MD= 1E-37
REF 0141         LOC 1230 WIDTH  9             DK  20 COL 35-43
EXP DEC=  1

POTATOES, PRODUCTION
--------------------

NBER SERIES:  01015
AREA COVERED:  GREAT BRITAIN -- ENGLAND, WALES, SCOTLAND
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1884-1939
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  MINISTRY OF AGRICULTURE AND FISHERIES, AGRICULTURAL
STATISTICS.

NOTES:  DATA CONVERTED FROM ORIGINAL UNITS IN LONG TONS TO
MILLIONS OF BUSHELS (OF 60 LBS.) BY MULTIPLYING TONS BY
37.3333.

NOT CHECKED AGAINST ORIGINALS.


",01
a01017a,"France Potato Crop 1815-1824, 1829-1919","VAR 0146      01017 POTATO  1A 815-919               MD= 1E-37
REF 0146         LOC 1275 WIDTH  9             DK  21 COL 17-25
EXP DEC=  1

POTATO CROP
-----------

NBER SERIES:  01017
AREA COVERED:  FRANCE
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1815-1824, 1829-1919
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1815-1869:  ANNUAIRE STATISTIQUE, 1946,
1947.  DATA FOR 1870-1881:  STATISTIQUE DE LA FRANCE, ANNUAL
VOLUMES.  DATA FOR 1882-1919:  STATISTIQUE AGRICOLE ANNUELE.

NOTES:  SERIES 01017 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1815-1919  (2)--ORIGINAL
DATA, 1914-1938  (3)--ORIGINAL DATA, 1933-1944.
DATA PUBLISHED IN QUINTALS.  CONVERTED TO BUSHELS BY
NBER BY MULTIPLYING QUINTALS BY 3.6744.
DATA FOR 1871 ON EXCLUDE ALSACE-LORRAINE.
DATA FOR 1914-1918 EXCLUDE INVADED TERRITORY.

NOT CHECKED AGAINST ORIGINALS.


",01
a01017b,France Potato Crop 1914-1938,"VAR 0147      01017 POTATO  1A 914-938               MD= 1E-37
REF 0147         LOC 1284 WIDTH  9             DK  21 COL 26-34
EXP DEC=  1

POTATO CROP
-----------

NBER SERIES:  01017
AREA COVERED:  FRANCE
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1914-1938
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  STATISTIQUE AGRICOLE ANNUELLE.

NOTES:  SERIES 01017 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1815-1919  (2)--ORIGINAL
DATA, 1914-1938  (3)--ORIGINAL DATA, 1933-1944.
DATA PUBLISHED IN QUINTALS.  CONVERTED TO BUSHELS BY
NBER BY MULTIPLYING QUINTALS BY 3.6744.
DATA INCLUDE ALSACE-LORRAINE.

NOT CHECKED AGAINST ORIGINALS.


",01
a01017c,France Potato Crop 1933-1944,"VAR 0148      01017 SPUDS   1A 933-944               MD= 1E-37
REF 0148         LOC 1293 WIDTH  9             DK  21 COL 35-43
EXP DEC=  1

POTATO CROP
-----------

NBER SERIES:  01017
AREA COVERED:  FRANCE
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1933-1944
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  STATISTIQUE AGRICOLE ANNUELLE.

NOTES:  SERIES 01017 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1815-1919  (2)--ORIGINAL
DATA, 1914-1938  (3)--ORIGINAL DATA, 1933-1944.
DATA PUBLISHED IN QUINTALS.  CONVERTED TO BUSHELS BY
NBER BY MULTIPLYING QUINTALS BY 3.6744.
DATA EXCLUDE ALSACE.
DATA FOR 1943-1944 EXCLUDE LA COSSE.

NOT CHECKED AGAINST ORIGINALS.


",01
a01018a,Germany Rye Crop 1878-1898,"VAR 0119      01018 RYE GER 1A 878-898               MD= 1E-37
REF 0119         LOC 1032 WIDTH  9             DK  17 COL 26-34
EXP DEC=  1

RYE CROP
--------

NBER SERIES:  01018
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS (FIFTY-SIX POUNDS)
ANNUAL COVERAGE:  1878-1898
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1878-1885:  STATISTICHES HANDBUCH, I,
1907, P. 148.  DATA FOR 1886-1898:  STATISTICHES JAHRBUCH,
1890 AND FOLLOWING ISSUES.

NOTES:  SERIES 01018 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1937
(4)--ORIGINAL DATA, 1933-1944.
DATA ARE CONVERTED BY NBER TO BUSHELS FOM ORIGINAL
UNITS OF METRIC TONS BY DIVIDING NUMBER OF METRIC TONS BY
39.368.
DATA ARE FOR ESTIMATES MADE IN MOST STATES BY THE
COMMUNAL AUTHORITIES.

NOT CHECKED AGAINST ORIGINALS.


",01
a01018b,Germany Rye Crop 1893-1917,"VAR 0120      01018 RYE GER 1A 893-917               MD= 1E-37
REF 0120         LOC 1041 WIDTH  9             DK  17 COL 35-43
EXP DEC=  1

RYE CROP
--------

NBER SERIES:  01018
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS (FIFTY-SIX POUNDS)
ANNUAL COVERAGE:  1893-1917
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1886-1910:  STATISTICHES JAHRBUCH, 1890
AND FOLLOWING ISSUES.  DATA FOR 1911-1917:
VIERTELJAHRSHEFTE, 1926, I, P. 51.

NOTES:  SERIES 01018 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1937
(4)--ORIGINAL DATA, 1933-1944.
DATA ARE CONVERTED BY NBER TO BUSHELS FOM ORIGINAL
UNITS OF METRIC TONS BY DIVIDING NUMBER OF METRIC TONS BY
39.368.
DATA ARE FOR ESTIMATES FROM YIELDS REPORTED BY FEDERAL
CROP REPORTERS.

NOT CHECKED AGAINST ORIGINALS.

",01
a01018c,Germany Rye Crop 1911-1937,"VAR 0121      01018 RYE GER 1A 911-937               MD= 1E-37
REF 0121         LOC 1050 WIDTH  9             DK  17 COL 44-52
EXP DEC=  1

RYE CROP
--------

NBER SERIES:  01018
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS (FIFTY-SIX POUNDS)
ANNUAL COVERAGE:  1911-1937
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1911-1919, 1934:  VIERTELJAHRSHEFTE, 1926,
I, P. 51; 1935, I, P. 50.  DATA FOR 1920-1933:  STATISTICHES
JAHRBUCH, SUCCESSIVE ISSUES.  DATA FOR 1935-1937:
WIRTSCHAFT UND STATISTIK, 1939, P. 127; STATISTIK JAHRBUCH,
ANNUAL ISSUES.

NOTES:  SERIES 01018 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1937
(4)--ORIGINAL DATA, 1933-1944.
DATA ARE CONVERTED BY NBER TO BUSHELS FOM ORIGINAL
UNITS OF METRIC TONS BY DIVIDING NUMBER OF METRIC TONS BY
39.368.
DATA EXCLUDE CEDED TERRITORY (THE SAARLAND).
DATA FOR 1916-1919 ARE ESTIMATES BASED ON INFORMATION
FROM INDIVIDUAL FARMERS.

NOT CHECKED AGAINST ORIGINALS.


",01
a01018d,Germany Rye Crop 1933-1944,"VAR 0122      01018 RYE GER 1A 933-944               MD= 1E-37
REF 0122         LOC 1059 WIDTH  9             DK  17 COL 53-61
EXP DEC=  1

RYE CROP
--------

NBER SERIES:  01018
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS (FIFTY-SIX POUNDS)
ANNUAL COVERAGE:  1933-1944
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1933-1935:  INTERNATIONAL INSTITUTE OF
AGRICULTURE, INTERNATIONAL YEARBOOK OF AGRICULTURAL
STATISTICS, 1939/1940, TABLE 74.  DATA FOR 1936-1944:
LEAGUE OF NATIONS, STATISTICAL YEARBOOK, 1938/1939, P. 92.

NOTES:  SERIES 01018 IS PRESENTED HERE AS FOUR
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1937
(4)--ORIGINAL DATA, 1933-1944.
DATA ARE CONVERTED BY NBER TO BUSHELS FOM ORIGINAL
UNITS OF METRIC TONS BY DIVIDING NUMBER OF METRIC TONS BY
39.368.
DATA INCLUDE THE SAARLAND.

NOT CHECKED AGAINST ORIGINALS.


",01
a01019a,"France Rye Crop 1815-1835, 1840, 1852, 1862, 1871-1881","VAR 0123      01019 RYE FRA 1A 815-881               MD= 1E-37
REF 0123         LOC 1068 WIDTH  9             DK  17 COL 62-70
EXP DEC=  1

RYE CROP
--------

NBER SERIES:  01019
AREA COVERED:  FRANCE
UNITS:  MILLIONS OF HECTOLITRES
ANNUAL COVERAGE:  1815-1835, 1840, 1852, 1862, 1871-1881
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  ANNUAIRE STATISTIQUE, 1932, P. 57, 1937;
STATISTIQUE AGRICOLE ANNUELE; BULLETIN DE STATISTIQUE
GENERALE.

NOTES:  SERIES 01019 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1815-1881  (2)--ORIGINAL
DATA, 1882-1919  (3)--ORIGINAL DATA, 1917-1938.
AVERAGE WEIGHT PER HECTOLITRE FOR RYE IS 70 TO 73
KILOGRAMS.

NOT CHECKED AGAINST ORIGINALS.


",01
a01019b,France Rye Crop 1882-1919,"VAR 0124      01019 RYE FRA 1A 882-919               MD= 1E-37
REF 0124         LOC 1077 WIDTH  9             DK  17 COL 71-79
EXP DEC=  2

RYE CROP
--------

NBER SERIES:  01019
AREA COVERED:  FRANCE
UNITS:  MILLIONS OF HECTOLITRES
ANNUAL COVERAGE:  1882-1919
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  ANNUAIRE STATISTIQUE, 1932, P. 57; 1937;
STATISTIQUE AGRICOLE ANNUELLE; BULLETIN DE STATISTIQUE
GENERALE.

NOTES:  SERIES 01019 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1815-1881  (2)--ORIGINAL
DATA, 1882-1919  (3)--ORIGINAL DATA, 1917-1938.
AVERAGE WEIGHT PER HECTOLITRE FOR RYE IS 70 TO 73
KILOGRAMS.

NOT CHECKED AGAINST ORIGINALS.


",01
a01019c,France Rye Crop 1917-1938,"VAR 0125      01019 RYE FRA 1A 917-938               MD= 1E-37
REF 0125         LOC 1086 WIDTH  9             DK  18 COL 17-25
EXP DEC=  2

RYE CROP
--------

NBER SERIES:  01019
AREA COVERED:  FRANCE
UNITS:  MILLIONS OF HECTOLITRE
ANNUAL COVERAGE:  1917-1938
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  ANNUAIRE STATISTIQUE, 1932, P. 57; 1937;
STATISTIQUE AGRICOLE ANNUELLE; BULLETIN DE STATISTIQUE
GENERALE.

NOTES:  SERIES 01019 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1815-1881  (2)--ORIGINAL
DATA, 1882-1919  (3)--ORIGINAL DATA, 1917-1938.
AVERAGE WEIGHT OF HECTOLITRE FOR RYE IS ABOUT 70 TO 73
KILOGRAMS.

NOT CHECKED AGAINST ORIGINALS.


",01
a01020,Great Britian Barley Crop 1884-1938,"VAR 0115      01020 BARLEY  1A 884-938               MD= 1E-37
REF 0115         LOC  996 WIDTH  9             DK  16 COL 53-61
EXP DEC=  1

BARLEY CROP
-----------

NBER SERIES:  01020
AREA COVERED:  GREAT BRITIAN
UNITS:  MILLIONS OF BUSHELS (IMPERIAL, THIRTY-NINE POUNDS)
ANNUAL COVERAGE:  1884-1938
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  MINISTRY OF AGRICULTURE AND FISHERIES, AGRICULTURAL
STATISTICS.

NOTES:  DATA FOR 1884-1905 WERE PUBLISHED IN ORIGINAL SOURCE
AS IMPERIAL BUSHELS; DATA FOR 1906-1938 WERE PUBLISHED AS
QUARTERS AND CONVERTED TO IMPERIAL BUSHELS BY DIVIDING BY
EIGHT.
DATA EXCLUDE IRELAND.

NOT CHECKED AGAINST ORIGINALS.


",01
a01020aa,"Germany Barley Crop, Spring Barley Only 1878-1898","VAR 0116      01020A BARLEY 1A 878-898               MD= 1E-37
REF 0116         LOC 1005 WIDTH  9             DK  16 COL 62-70
EXP DEC=  1

BARLEY CROP, SPRING BARLEY ONLY
-------------------------------

NBER SERIES:  01020A
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1878-1898
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  STATISTICHES HANDBUCH, I, 1907, P. 148;
STATISTISCHES JAHRBUCH.

NOTES:  SERIES 01020A IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1936.

NOT CHECKED AGAINST ORIGINALS.

",01
a01020ab,"Germany Barley Crop, Spring Barley Only 1893-1915, 1917","VAR 0117      01020A BARLEY 1A 893-917               MD= 1E-37
REF 0117         LOC 1014 WIDTH  9             DK  16 COL 71-79
EXP DEC=  1

BARLEY CROP, SPRING BARLEY ONLY
-------------------------------

NBER SERIES:  01020A
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1893-1915, 1917
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  WIRTSCHAFT UND STATISTIK, 1923 AND FOLLOWING ISSUES
(OR STATISTIK FUR DAS DEUSTCHE REICHES, VOLUMES FOR CROP
STATISTICS).

NOTES:  SERIES 01020A IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1936. K@     DATA
FOR 1916 WERE OMITTED BECAUSE THEY WERE NOT COMPARABLE WITH
THE REST OF THE DATA.

NOT CHECKED AGAINST ORIGINALS.


",01
a01020ac,"Germany Barley Crop, Spring Barley Only 1911-1915, 1917-1936","VAR 0118      01020A BARLEY 1A 911-936               MD= 1E-37
REF 0118         LOC 1023 WIDTH  9             DK  17 COL 17-25
EXP DEC=  1

BARLEY CROP, SPRING BARLEY ONLY
-------------------------------

NBER SERIES:  01020A
AREA COVERED:  GERMANY
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1911-1915, 1917-1936
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  STATISTICHES JAHRBUCH, SUCCESSIVE ISSUES,
WIRTSCHAFT UND STATISTIK (OR STATISTIK FUR DAS DEUTSCHE
REICHES, VOLUMES FOR CROP STATISTICS); VIERTELJAHRSHEFTE ZUR
STATISTIK, 1926, I, P. 51.

NOTES:  SERIES 01020A IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1878-1898  (2)--ORIGINAL
DATA, 1893-1917  (3)--ORIGINAL DATA, 1911-1936.
STATISTICHES JAHRBUCH DOES NOT SHOW SPRING BARLEY CROP
SEPARATELY BEGINNING 1923.
DATA FOR 1916 WERE OMITTED BECAUSE THEY WERE NOT
COMPARABLE WITH THE REST OF THE DATA.

NOT CHECKED AGAINST ORIGINALS.


",01
a01021,U.S. Oat Crop 1866-1951,"VAR 0102      01021 OATCROP 1R 866-951               MD= 1E-37
REF 0102         LOC  879 WIDTH  9             DK  14 COL 62-70


OAT CROP
--------

NBER SERIES:  01021
AREA COVERED:  U.S.
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1866-1951
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  U.S. DEPARTMENT OF AGRICULTURE,""AGRICULTURAL
STATISTICS"", 1941, 1942, 1950; CROP REPORTING BOARD,""CROP
PRODUCTION"", 1951 ANNUAL SUMMARY, DECEMBER 1951.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",01
a01022,Great Britain Oats Crop 1884-1938,"VAR 0114      01022 OATS    1A 884-938               MD= 1E-37
REF 0114         LOC  987 WIDTH  9             DK  16 COL 44-52
EXP DEC=  1

OATS CROP
---------

NBER SERIES:  01022
AREA COVERED:  GREAT BRITAIN
UNITS:  MILLIONS OF BUSHELS (IMPERIAL, THIRTY-NINE POUNDS)
ANNUAL COVERAGE:  1884-1938
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  MINISTRY OF AGRICULTURE AND FISHERIES, AGRICULTURAL
STATISTICS.

NOTES:  DATA FOR 1884-1905 WERE PUBLISHED IN ORIGINAL SOURCE
AS IMPERIAL BUSHELS; DATA FOR 1906-1938 WERE PUBLISHED AS
QUARTERS AND CONVERTED TO IMPERIAL BUSHELS BY DIVIDING BY
EIGHT.
DATA EXCLUDE IRELAND.

NOT CHECKED AGAINST ORIGINALS.


",01
a01023,U.S. Corn Crop 1866-1951,"VAR 0103      01023 CORN RO 1R 866-951               MD= 1E-37
REF 0103         LOC  888 WIDTH  9             DK  14 COL 71-79


CORN CROP
---------

NBER SERIES:  01023
AREA COVERED:  U.S.
UNITS:  MILLIONS OF BUSHELS
ANNUAL COVERAGE:  1866-1951
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  U.S. DEPARTMENT OF AGRICULTURE,""AGRICULTURAL
STATISTICS"", 1941, 1942, 1950; CROP REPORTING BOARD,""CROP
PRODUCTION"", 1951 ANNUAL SUMMARY, DECEMBER 1951.

NOTES:  DATA ARE FOR PRODUCTION IN GRAIN EQUIVALENT ON
ENTIRE ACREAGE.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",01
a01024a,"Germany Sugar Beets, Processed Into Beet Sugar 1836-1918","VAR 0128      01024 SUGAR   1A 836-918               MD= 1E-37
REF 0128         LOC 1113 WIDTH  9             DK  18 COL 44-52


SUGAR BEETS, PROCESSED INTO BEET SUGAR
--------------------------------------

NBER SERIES:  01024
AREA COVERED:  GERMANY
UNITS:  THOUSANDS OF SHORT TONS
ANNUAL COVERAGE:  1836-1918
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  U.S. BEET SUGAR ASSOCIATION,""CONCERNING SUGAR"",
PG. L2.

NOTES:  SERIES 01024 IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1836-1918  (2)--ORIGINAL
DATA, 1907-1934.
SOURCE CALLS DATA""TOTAL BEETS HARVESTED"".
DATA ARE FOR FISCAL YEARS ENDING JULY 31, OR AUGUST 31.

NOT CHECKED AGAINST ORIGINALS.


",01
a01024b,"Germany Sugar Beets, Processed Into Beet Sugar 1907-1934","VAR 0129      01024 SUGAR   1A 907-934               MD= 1E-37
REF 0129         LOC 1122 WIDTH  9             DK  18 COL 53-61


SUGAR BEETS, PROCESSED INTO BEET SUGAR
--------------------------------------

NBER SERIES:  01024
AREA COVERED:  GERMANY
UNITS:  THOUSANDS OF SHORT TONS
ANNUAL COVERAGE:  1907-1934
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1907-1918:  STATISTIK DES DEUTSHES REICHS,
BAND 350, PP. 140-141.  DATA FOR 1919-1928:  U.S. BEET SUGAR
ASSOCIATION, CONCERNING SUGAR, P. L2.  DATA FOR 1929-1934:
STATISTICHES JAHRBUCH FUR DAS DENTSCHE REICH.

NOTES:  SERIES 01024 IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1836-1918  (2)--ORIGINAL
DATA, 1907-1934.

NOT CHECKED AGAINST ORIGINALS.


",01
